Title,Description,BiocVersion,Genome,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,RDataClass,DispatchClass,RDataPath,Tags
LM_id0002_PhC_C2DH_U373_4dTensor_train_dataset.gif,A animation file (.gif) of the train dataset of LM_id0002_PhC_C2DH_U373_4dTensor.Rds.,3.13,NA,PNG,https://github.com/kumeS/BioImageDbs,Jan 15 2021,Homo sapiens,9606,NA,CELL TRACKING CHALLENGE (http://celltrackingchallenge.net/2d-datasets/),Satoshi Kume <satoshi.kume.1984@gmail.com>,magick-image,FilePath,BioImageDbs/v01/LM_id0002_PhC_C2DH_U373_4dTensor_train_dataset.gif,bioimage:segmentation:microscope:cell tracking:animation
LM_id0002_PhC_C2DH_U373_4dTensor_Binary.Rds,"4D arrays with the binary label for the image segmentation. Human glioblastoma-astrocytoma U373 cells on a polyacrylamide substrate. The original dataset for 2D segmentation was provided by Dr. S. Kumar, Department of Bioengineering, University of California at Berkeley, Berkeley CA (USA). The dataset images were captured by the Nikon microscope with the Objective lens, Plan Fluor DLL 20x/0.5. The captured region was 0.65 x 0.65 microns, and the pixel size was 696x520 pixels per image. The time step was 15 min. To convert them as the Rds file, the original tif images were converted to the PNG images with 8-bit/16-bit grey scale using ImageJ/Fiji.",3.13,NA,PNG,https://github.com/kumeS/BioImageDbs,Jan 15 2021,Homo sapiens,9606,NA,CELL TRACKING CHALLENGE (http://celltrackingchallenge.net/2d-datasets/),Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v01/LM_id0002_PhC_C2DH_U373_4dTensor_Binary.Rds,bioimage:segmentation:microscope:cell tracking
LM_id0002_PhC_C2DH_U373_4dTensor_Binary_train_dataset.gif,A animation file (.gif) of the train dataset of LM_id0002_PhC_C2DH_U373_4dTensor_Binary.Rds.,3.13,NA,PNG,https://github.com/kumeS/BioImageDbs,Jan 15 2021,Homo sapiens,9606,NA,CELL TRACKING CHALLENGE (http://celltrackingchallenge.net/2d-datasets/),Satoshi Kume <satoshi.kume.1984@gmail.com>,magick-image,FilePath,BioImageDbs/v01/LM_id0002_PhC_C2DH_U373_4dTensor_Binary_train_dataset.gif,bioimage:segmentation:microscope:cell tracking:animation
LM_id0002_PhC_C2DH_U373_5dTensor.Rds,"5D arrays with the multi-labels for the image segmentation. Human glioblastoma-astrocytoma U373 cells on a polyacrylamide substrate. The original dataset for 2D segmentation was provided by Dr. S. Kumar, Department of Bioengineering, University of California at Berkeley, Berkeley CA (USA). The dataset images were captured by the Nikon microscope with the Objective lens, Plan Fluor DLL 20x/0.5. The captured region was 0.65 x 0.65 microns, and the pixel size was 696x520 pixels per image. The time step was 15 min. To convert them as the Rds file, the original tif images were converted to the PNG images with 8-bit/16-bit grey scale using ImageJ/Fiji.",3.13,NA,PNG,https://github.com/kumeS/BioImageDbs,Jan 15 2021,Homo sapiens,9606,NA,CELL TRACKING CHALLENGE (http://celltrackingchallenge.net/2d-datasets/),Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v01/LM_id0002_PhC_C2DH_U373_5dTensor.Rds,bioimage:segmentation:microscope:cell tracking
LM_id0003_Fluo_N2DH_GOWT1_4dTensor.Rds,"4D arrays with the multi-labels for the image segmentation. GFP-GOWT1 mouse stem cells. The original dataset for 2D segmentation was provided by Dr. E. B_rtov_, Institute of Biophysics, Academy of Sciences of the Czech Republic, Brno, Czech Republic. The dataset images were captured by the Leica TCS SP5 with the Objective lens, Plan-Apochromat 63x/1.4 (oil). The captured region was 0.240 x 0.240 microns, and the pixel size was 1024x1024 pixels per image. The time step was 5 min. To convert them as the Rds file, the original tif images were converted to the PNG images with 8-bit/16-bit grey scale using ImageJ/Fiji.",3.13,NA,PNG,https://github.com/kumeS/BioImageDbs,Jan 15 2021,Mus musculus,10090,NA,CELL TRACKING CHALLENGE (http://celltrackingchallenge.net/2d-datasets/),Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v01/LM_id0003_Fluo_N2DH_GOWT1_4dTensor.Rds,bioimage:segmentation:microscope:cell tracking
LM_id0003_Fluo_N2DH_GOWT1_4dTensor_train_dataset.gif,A animation file (.gif) of the train dataset of LM_id0003_Fluo_N2DH_GOWT1_4dTensor.Rds.,3.13,NA,PNG,https://github.com/kumeS/BioImageDbs,Jan 15 2021,Mus musculus,10090,NA,CELL TRACKING CHALLENGE (http://celltrackingchallenge.net/2d-datasets/),Satoshi Kume <satoshi.kume.1984@gmail.com>,magick-image,FilePath,BioImageDbs/v01/LM_id0003_Fluo_N2DH_GOWT1_4dTensor_train_dataset.gif,bioimage:segmentation:microscope:cell tracking:animation
LM_id0003_Fluo_N2DH_GOWT1_4dTensor_Binary.Rds,"4D arrays with the binary label for the image segmentation. GFP-GOWT1 mouse stem cells. The original dataset for 2D segmentation was provided by Dr. E. B_rtov_, Institute of Biophysics, Academy of Sciences of the Czech Republic, Brno, Czech Republic. The dataset images were captured by the Leica TCS SP5 with the Objective lens, Plan-Apochromat 63x/1.4 (oil). The captured region was 0.240 x 0.240 microns, and the pixel size was 1024x1024 pixels per image. The time step was 5 min. To convert them as the Rds file, the original tif images were converted to the PNG images with 8-bit/16-bit grey scale using ImageJ/Fiji.",3.13,NA,PNG,https://github.com/kumeS/BioImageDbs,Jan 15 2021,Mus musculus,10090,NA,CELL TRACKING CHALLENGE (http://celltrackingchallenge.net/2d-datasets/),Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v01/LM_id0003_Fluo_N2DH_GOWT1_4dTensor_Binary.Rds,bioimage:segmentation:microscope:cell tracking
LM_id0003_Fluo_N2DH_GOWT1_4dTensor_Binary_train_dataset.gif,A animation file (.gif) of the train dataset of LM_id0003_Fluo_N2DH_GOWT1_4dTensor_Binary.Rds.,3.13,NA,PNG,https://github.com/kumeS/BioImageDbs,Jan 15 2021,Mus musculus,10090,NA,CELL TRACKING CHALLENGE (http://celltrackingchallenge.net/2d-datasets/),Satoshi Kume <satoshi.kume.1984@gmail.com>,magick-image,FilePath,BioImageDbs/v01/LM_id0003_Fluo_N2DH_GOWT1_4dTensor_Binary_train_dataset.gif,bioimage:segmentation:microscope:cell tracking:animation
LM_id0003_Fluo_N2DH_GOWT1_5dTensor.Rds,"5D arrays with the multi-labels for the image segmentation. GFP-GOWT1 mouse stem cells. The original dataset for 2D segmentation was provided by Dr. E. B_rtov_, Institute of Biophysics, Academy of Sciences of the Czech Republic, Brno, Czech Republic. The dataset images were captured by the Leica TCS SP5 with the Objective lens, Plan-Apochromat 63x/1.4 (oil). The captured region was 0.240 x 0.240 microns, and the pixel size was 1024x1024 pixels per image. The time step was 5 min. To convert them as the Rds file, the original tif images were converted to the PNG images with 8-bit/16-bit grey scale using ImageJ/Fiji.",3.13,NA,PNG,https://github.com/kumeS/BioImageDbs,Jan 15 2021,Mus musculus,10090,NA,CELL TRACKING CHALLENGE (http://celltrackingchallenge.net/2d-datasets/),Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v01/LM_id0003_Fluo_N2DH_GOWT1_5dTensor.Rds,bioimage:segmentation:microscope:cell tracking
EM_id0003_J558L_4dTensor.Rds,The mouse B myeloma cell line J558L derived from a BALB/c strain. Ultra-thin (approx. 90 nm) sections were examined in a Philips/FEI CM10 (80 kV) electron microscope equipped with a Bio-scan Camera Model 792. Images were recorded with Digital Micrograph softwwere (Gatan). The imaging magnification was x5800.,3.13,NA,PNG,https://github.com/kumeS/BioImageDbs,Aug 27 2011,Mus musculus,10090,NA,"Pattern Recognition and Image Processing, University of Freiburg. (https://lmb.informatik.uni-freiburg.de/resources/datasets/tem.en.html)",Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v01/EM_id0003_J558L_4dTensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy:transmission electron microscopy
EM_id0003_J558L_4dTensor_train_dataset.gif,A animation file (.gif) of the train dataset of EM_id0003_J558L_4dTensor.Rds,3.13,NA,PNG,https://github.com/kumeS/BioImageDbs,Aug 27 2011,Mus musculus,10090,NA,"Pattern Recognition and Image Processing, University of Freiburg. (https://lmb.informatik.uni-freiburg.de/resources/datasets/tem.en.html)",Satoshi Kume <satoshi.kume.1984@gmail.com>,magick-image,FilePath,BioImageDbs/v01/EM_id0003_J558L_4dTensor_train_dataset.gif,bioimage:segmentation:2D images:microscope:electron microscopy:transmission electron microscopy
EM_id0004_PrHudata_4dTensor.Rds,The primary human T cell isolated from peripheral blood mononuclear cells (PBMCs). The purity of the isolated cell fraction was determined by anti-CD3 staining and was 96%. Ultra-thin (approx. 90 nm) sections were examined in a Philips/FEI CM10 (80 kV) electron microscope equipped with a Bio-scan Camera Model 792. Images were recorded with Digital Micrograph softwwere (Gatan).  The imaging magnification was x10500-34000.,3.13,NA,PNG,https://github.com/kumeS/BioImageDbs,Aug 28 2011,Homo sapiens,9606,NA,"Pattern Recognition and Image Processing, University of Freiburg. (https://lmb.informatik.uni-freiburg.de/resources/datasets/tem.en.html)",Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v01/EM_id0004_PrHudata_4dTensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy:transmission electron microscopy
EM_id0004_PrHudata_4dTensor_train_dataset.gif,A animation file (.gif) of the train dataset of EM_id0004_PrHudata_4dTensor.Rds,3.13,NA,PNG,https://github.com/kumeS/BioImageDbs,Aug 28 2011,Homo sapiens,9606,NA,"Pattern Recognition and Image Processing, University of Freiburg. (https://lmb.informatik.uni-freiburg.de/resources/datasets/tem.en.html)",Satoshi Kume <satoshi.kume.1984@gmail.com>,magick-image,FilePath,BioImageDbs/v01/EM_id0004_PrHudata_4dTensor_train_dataset.gif,bioimage:segmentation:2D images:microscope:electron microscopy:transmission electron microscopy
EM_id0005_Mouse_Kidney_2D_All_Mito_512_4dTensor.Rds,"4D arrays with the single label of mitocondoria for the image segmentation. The mouse kidney section was examined in a scanning electron microscope with the detection of backscattered electron. The imaging magnification was x4000 (about 5.9 nm/px). To convert them as the Rds file, the images were resized to be 512x512 pixels during the processing.",3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Mus musculus,10090,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v02/EM_id0005_Mouse_Kidney_2D_All_Mito_512_4dTensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0005_Mouse_Kidney_2D_All_Mito_512_4dTensor_dataset.gif,A animation file (.gif) of the dataset of EM_id0005_Mouse_Kidney_2D_All_Mito_512_4dTensor.Rds,3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Mus musculus,10090,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,magick-image,FilePath,BioImageDbs/v02/EM_id0005_Mouse_Kidney_2D_All_Mito_512_4dTensor_dataset.gif,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0005_Mouse_Kidney_2D_All_Mito_1024_4dTensor.Rds,"4D arrays with the single label of mitocondoria for the image segmentation. The mouse kidney section was examined in a scanning electron microscope with the detection of backscattered electron. The imaging magnification was x4000 (about 5.9 nm/px). To convert them as the Rds file, the images were resized to be 1024x1024 pixels during the processing.",3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Mus musculus,10090,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v02/EM_id0005_Mouse_Kidney_2D_All_Mito_1024_4dTensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0005_Mouse_Kidney_2D_All_Mito_1024_4dTensor_dataset.gif,A animation file (.gif) of the dataset of EM_id0005_Mouse_Kidney_2D_All_Mito_1024_4dTensor.Rds,3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Mus musculus,10090,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,magick-image,FilePath,BioImageDbs/v02/EM_id0005_Mouse_Kidney_2D_All_Mito_1024_4dTensor_dataset.gif,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0005_Mouse_Kidney_2D_All_Nuc_1024_4dTensor.Rds,"4D arrays with the single label of nucleus for the image segmentation. The mouse kidney section was examined in a scanning electron microscope with the detection of backscattered electron. The imaging magnification was x4000 (about 5.9 nm/px). To convert them as the Rds file, the images were resized to be 1024x1024 pixels during the processing.",3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Mus musculus,10090,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v02/EM_id0005_Mouse_Kidney_2D_All_Nuc_1024_4dTensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0005_Mouse_Kidney_2D_All_Nuc_1024_4dTensor_dataset.gif,A animation file (.gif) of the dataset of EM_id0005_Mouse_Kidney_2D_All_Nuc_1024_4dTensor.Rds,3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Mus musculus,10090,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,magick-image,FilePath,BioImageDbs/v02/EM_id0005_Mouse_Kidney_2D_All_Nuc_1024_4dTensor_dataset.gif,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0005_Mouse_Kidney_2D_WideEM_Mouse_Kidney_Fused_Img_126_190725cut_4dtensor.Rds,"4D arrays with non-labels for the image segmentation. The mouse kidney section was examined in a scanning electron microscope with the detection of backscattered electron. The imaging magnification was x4000 (about 5.9 nm/px). To convert them as the Rds file, the images were resized to be 1024x1024 pixels during the processing. The dataset of crop_x1024 consisted of 28 x 23 tiles. The dataset of crop_x2048 consisted of 14 x 11 tiles.",3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Mus musculus,10090,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v02/EM_id0005_Mouse_Kidney_2D_WideEM_Mouse_Kidney_Fused_Img_126_190725cut_4dtensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0006_Rat_Liver_2D_All_Mito_256_4dTensor.Rds,"4D arrays with the single label of mitocondoria for the image segmentation. The rat liver section was examined in a scanning electron microscope with the detection of backscattered electron. The imaging magnification was x7500 (about 12 nm/px). To convert them as the Rds file, the images were resized to be 256x256 pixels during the processing.",3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Rattus norvegicus,10116,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v02/EM_id0006_Rat_Liver_2D_All_Mito_256_4dTensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0006_Rat_Liver_2D_All_Mito_256_4dTensor_dataset.gif,A animation file (.gif) of the dataset of EM_id0006_Rat_Liver_2D_All_Mito_256_4dTensor.Rds,3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Rattus norvegicus,10116,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,magick-image,FilePath,BioImageDbs/v02/EM_id0006_Rat_Liver_2D_All_Mito_256_4dTensor_dataset.gif,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0006_Rat_Liver_2D_All_Mito_512_4dTensor.Rds,"4D arrays with the single label of mitocondoria for the image segmentation. The rat liver section was examined in a scanning electron microscope with the detection of backscattered electron. The imaging magnification was x7500 (about 12 nm/px). To convert them as the Rds file, the images were resized to be 512x512 pixels during the processing.",3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Rattus norvegicus,10116,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v02/EM_id0006_Rat_Liver_2D_All_Mito_512_4dTensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0006_Rat_Liver_2D_All_Mito_512_4dTensor_dataset.gif,A animation file (.gif) of the dataset of EM_id0006_Rat_Liver_2D_All_Mito_512_4dTensor.Rds,3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Rattus norvegicus,10116,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,magick-image,FilePath,BioImageDbs/v02/EM_id0006_Rat_Liver_2D_All_Mito_512_4dTensor_dataset.gif,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0006_Rat_Liver_2D_All_Mito_1024_4dTensor.Rds,"4D arrays with the single label of mitocondoria for the image segmentation. The rat liver section was examined in a scanning electron microscope with the detection of backscattered electron. The imaging magnification was x7500 (about 12 nm/px). To convert them as the Rds file, the images were resized to be 1024x1024 pixels during the processing.",3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Rattus norvegicus,10116,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v02/EM_id0006_Rat_Liver_2D_All_Mito_1024_4dTensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0006_Rat_Liver_2D_All_Mito_1024_4dTensor_dataset.gif,A animation file (.gif) of the dataset of EM_id0006_Rat_Liver_2D_All_Mito_1024_4dTensor.Rds,3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Rattus norvegicus,10116,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,magick-image,FilePath,BioImageDbs/v02/EM_id0006_Rat_Liver_2D_All_Mito_1024_4dTensor_dataset.gif,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0006_Rat_Liver_2D_All_Nuc_1024_4dTensor.Rds,"4D arrays with the single label of nucleus for the image segmentation. The rat liver section was examined in a scanning electron microscope with the detection of backscattered electron. The imaging magnification was x7500 (about 12 nm/px). To convert them as the Rds file, the images were resized to be 1024x1024 pixels during the processing.",3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Rattus norvegicus,10116,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v02/EM_id0006_Rat_Liver_2D_All_Nuc_1024_4dTensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0006_Rat_Liver_2D_All_Nuc_1024_4dTensor_dataset.gif,A animation file (.gif) of the dataset of EM_id0006_Rat_Liver_2D_All_Nuc_1024_4dTensor.Rds,3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Rattus norvegicus,10116,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,magick-image,FilePath,BioImageDbs/v02/EM_id0006_Rat_Liver_2D_All_Nuc_1024_4dTensor_dataset.gif,bioimage:segmentation:2D images:microscope:electron microscopy
